Bio-ecologisch bouwen	Den Blauwen Xavier	Poekestraat 24 9880 AALTER	0478 27 78 43	0476 50 49 77	info@denblauwenxavierbvba.be	BTW BE 0807.291.507	www.denblauwenxavierbvba.be
Bio-ecologisch bouwen	Aannemingen Hofman	Kokkelbeekstraat 52 9100 SINT-NIKLAAS	03 776 88 23		hofman@hofmanbouw.be	BTW BE 0435.299.178	www.hofmanbouw.be
Bio-ecologisch bouwen	ALGEMENE BOUWONDERNEMING VAN HOUTVEN nv	Kapellestraat 2 2 39800 DEINZE	09 280 78 33	0475 37 08 84	alex@vanhoutven.be	BTW BE 0428.572.823	www.vanhoutven.be
Bio-ecologisch bouwen	Alratec	Koning Albertstraat 2 1760 ROOSDAAL	054 32 37 10		info@alratec.be	BTW BE 0415.501.676	www.alratec.be
Bio-ecologisch bouwen	Bouwwerken Nuytten - Benny Nuytten	Isengrijnstraat 16 8530 HARELBEKE	0477 91 39 98	0474 30 86 87	bouwnuytten@gmail.com	BTW BE 0743.854.891	
Bio-ecologisch bouwen	Caerels Woonklaar	Tieltsteenweg 2 A8750 WINGENE	051 65 56 49		info@caerels.be	BTW BE 0419.132.842	www.caerels.be
Bio-ecologisch bouwen	De Cocker Mathias	Beenstraat 33 9810 NAZARETH		0479 19 58 96	mathias.de.cocker@skynet.be	BTW BE 0680.415.012	
Bio-ecologisch bouwen	De Grande Bart	Sparapelstraat 5 8820 TORHOUT	050 22 16 71	0496 30 52 30	degrandeb@hotmail.com	BTW BE 0882.746.124	
Bio-ecologisch bouwen	Eco Protect  Bvba	Sint-Lutgardisstraat 18 3560 LUMMEN	0472 99 11 04	0472 99 11 04	info@ecoprotect.be	BTW BE 0646.957.138	www.ecoprotect.be
Bio-ecologisch bouwen	Ecobuildsolutions BV	Hellemeersen 3 9910 Knesselare	0475 60 67 07	0475 60 67 07	info@ecobuildsolutions.eu	BTW BE 0843.468.052	www.ecobuildsolutions.eu
Bio-ecologisch bouwen	Kitvoegwerken Johny Daens bv	Ambachtstraat 58 3530 Helchteren	0495 25 41 55		info@kitvoegwerkendaens.be	BTW BE 0544.635.402	www.kitvoegwerkendaens.be
Bio-ecologisch bouwen	Nuyens Chris	Strijpenplein 9 9620 Zottegem (Strijpen)	0495 67 96 15	0495 67 96 15	info@nuyenshoutcreaties.be	BTW BE 0871.675.850	www.nuyenshoutcreaties.be/
Brandbeveiliging	Den Blauwen Xavier	Poekestraat 24 9880 AALTER	0478 27 78 43	0476 50 49 77	info@denblauwenxavierbvba.be	BTW BE 0807.291.507	www.denblauwenxavierbvba.be
Brandbeveiliging	ALARM SERVICE INTERNATIONAL-SEQURITY	Waternhoennest 82A 8501 Bissegem	056 96 89 68		info@sequrity.be	BTW BE 0435.641.351	www.sequrity.be
Brandbeveiliging	ARGUS SECURITY	Aarschotbaan 23 2580 PUTTE	015 24 73 41		info@argussecurity.be	BTW BE 0554.782.293	www.argussecurity.be
Brandbeveiliging	BDS	Hoge Brugstraat 33  2220 HEIST-OP-DEN-BERG		0473 60 10 76	dries@bd-s.be	BTW BE 0503.990.521	www.bd-s.be
Brandbeveiliging	C.T.B-elek bv	Ravenstraat 49 9255 BUGGENHOUT		0471 29 49 09	C.T.B@telenet.be	BTW BE 0663.852.360	
Brandbeveiliging	COBRA TECHNOLOGY	Evenbroekveld 9  9420 Erpe-Mere	053 41 71 72		info@cobra-technology.be	BTW BE 0877.775.566	www.cobra-technology.be
Brandbeveiliging	DEBORCO BVBA	Schoenstraat 1 B-9140 TEMSE	0478 32 10 03		info@deborco.be	BTW BE 0807.384.547	www.deborco.be
Brandbeveiliging	DNCS	Beersebaan 120 22275 GIERLE	014 71 81 56		info@dncs.be	BTW BE 0889.657.670	www.dncs.be
Brandbeveiliging	DOMOVE	Blauwenhoek 87  1840 LONDERZEEL		0477 53 18 53	nicky@verheyden-elektriciteitswerken.be	BTW BE 0685.982.614	
Brandbeveiliging	Elbo-Technics	Langeneikenstraat 20 3582 KOERSEL			info@elbo-technics.be	BTW BE 0823.603.838	
Brandbeveiliging	Eldomocom Security	Forthoekstraat 21 8370 UITKERKE		0495 54 07 07	info@eldomocom.be	BTW BE 0810.843.586	www.eldomocom.be
Brandbeveiliging	FP-AUTOMATION	Tuinwijklaan 98  8501 BISSEGEM	056 51 06 44		info@fp-automation.be	BTW BE 0860.309.529	www.fp-automation.be
Brandbeveiliging	Izo tech	Herenstraat 81  3600 GENK		0486 14 68 09	izo-tech@hotmail.com	BTW BE 0682.666.204	
Brandbeveiliging	JECON	Perzikstraat 8 2220 HEIST-OP-DEN-BERG	015 33 13 06		INFO@JECON.BE	BTW BE 0666.720.491	www.jecon.be
Brandbeveiliging	Kitvoegwerken Johny Daens bv	Ambachtstraat 58 3530 Helchteren	0495 25 41 55		info@kitvoegwerkendaens.be	BTW BE 0544.635.402	www.kitvoegwerkendaens.be
Brandbeveiliging	LEE ELEKTRO	Bevrijdingslaan 157 9200 DENDERMONDE		0498 52 19 00	info@lee-elektro.be	BTW BE 0838.018.236	www.lee-elektro.be
Brandbeveiliging	LOW ENERGY INVEST	Boezingestraat 158 8920 LANGEMARK	057 48 54 81	0477 50 85 12	info@lowenergyinvest.be	BTW BE 0643.814.338	www.lowenergyinvest.be
Brandbeveiliging	SECURIPLUS-SECURITY	Boomsesteenweg 93 2610 WILRIJK			jq@secur-alarmsystemen.be	BTW BE 0648.589.609	www.secur-alarmsystemen.be
Brandbeveiliging	SECURITY & CONTROL SYSTEMS	Steenhuisdreef 70A  9031 DRONGEN	0474 22 93 14	0474 22 93 14	Jeroen@scsystems.be	BTW BE 0843.511.604	scsystems.be
Brandbeveiliging	Security First BV	Tolstraat 36 A9550 Herzele	0470 47 16 94	0470 47 16 94	info@securityfirst.be	BTW BE 0743.837.075	www.securityfirst.be
Brandbeveiliging	SENSE4SECURITY	Vroegeinde 24  2290 VORSELAAR		0468 35 59 85	koen@sense4security.be	BTW BE 0686.927.571	www.sense4security.be
Brandbeveiliging	SQUEAK ALARM SYSTEMS	Achterbos 117 2400 Mol	014 32 10 10		info@squeak.be	BTW BE 0748.769.229	www.squeak.be
Brandbeveiliging	VAN HULLE ELECTROTECHNIEK (VHE)	Industriepark Rosteyne 6  9060 ZELZATE	09 253 53 66		info@vhe.be	BTW BE 0644.824.722	www.vhe.be
Brandbeveiliging	VanEeCo Electrics bv	Gemeenhofstraat 22 8840 OOSTNIEUWKERKE		0474 23 44 78	info@vaneeco.be	BTW BE 0657.781.645	www.vaneeco.be
Duurzaam	De Noordboom	Beekstraat 36 9600 RONSE	055 23 76 76		info@denoordboom.be	BTW BE 0422.964.936	www.denoordboom.be
Duurzaam	Den Blauwen Xavier	Poekestraat 24 9880 AALTER	0478 27 78 43	0476 50 49 77	info@denblauwenxavierbvba.be	BTW BE 0807.291.507	www.denblauwenxavierbvba.be
Duurzaam	IQ-Bouw	Kleinveld 6 3746 HOELBEEK	089 21 50 80		info@iq-bouw.be	BTW BE 0830.292.977	www.iq-bouw.be
Duurzaam	Van Damme Algemene Bouwwerken	LEDERGEMSTRAAT, 30 30 9041 GENT (OOSTAKKER)	09 251 14 88	0473 24 95 44	info@vandammebouw.be	BTW BE 0441.635.060	www.vandammebouw.be
Duurzaam	3bouw	Zone Reme 1 2260 WESTERLO	014 70 47 47		info@3bouw.be	BTW BE 0884.733.931	www.3bouw.be
Duurzaam	Aannemingen Hofman	Kokkelbeekstraat 52 9100 SINT-NIKLAAS	03 776 88 23		hofman@hofmanbouw.be	BTW BE 0435.299.178	www.hofmanbouw.be
Duurzaam	AB-dl	bosduifweg 5 2223 SCHRIEK	0491 97 70 02		Ab-dl@live.be	BTW BE 0771.952.724	
Duurzaam	ALGEMENE BOUWONDERNEMING VAN HOUTVEN nv	Kapellestraat 2 2 39800 DEINZE	09 280 78 33	0475 37 08 84	alex@vanhoutven.be	BTW BE 0428.572.823	www.vanhoutven.be
Duurzaam	Alratec	Koning Albertstraat 2 1760 ROOSDAAL	054 32 37 10		info@alratec.be	BTW BE 0415.501.676	www.alratec.be
Duurzaam	AMA Haarden	Starrenhoflaan 23 12950 KAPELLEN	03 605 96 76	0477 88 44 61	kim@amahaarden.com	BTW BE 0447.810.002	Www.amahaarden.com
Duurzaam	Bouwwerken Nuytten - Benny Nuytten	Isengrijnstraat 16 8530 HARELBEKE	0477 91 39 98	0474 30 86 87	bouwnuytten@gmail.com	BTW BE 0743.854.891	
Duurzaam	Caerels Woonklaar	Tieltsteenweg 2 A8750 WINGENE	051 65 56 49		info@caerels.be	BTW BE 0419.132.842	www.caerels.be
Duurzaam	Dak- en Torenwerken De Kort BV	Elsum 2 2440 GEEL	014 58 87 18		info@dakwerken-dekort.be	BTW BE 0423.288.501	www.dakwerken-dekort.be
Duurzaam	Ecobuildsolutions BV	Hellemeersen 3 9910 Knesselare	0475 60 67 07	0475 60 67 07	info@ecobuildsolutions.eu	BTW BE 0843.468.052	www.ecobuildsolutions.eu
Duurzaam	Izo tech	Herenstraat 81  3600 GENK		0486 14 68 09	izo-tech@hotmail.com	BTW BE 0682.666.204	
Duurzaam	Jacobs i3 bv	Industrieweg-Noord 1111 3660 OUDSBERGEN	089 85 35 35		pat@i3.be	BTW BE 0720.653.877	www.i3.be
Duurzaam	LOW ENERGY INVEST	Boezingestraat 158 8920 LANGEMARK	057 48 54 81	0477 50 85 12	info@lowenergyinvest.be	BTW BE 0643.814.338	www.lowenergyinvest.be
Duurzaam	Mathys	Elslo 34 9940 EVERGEM			info@mathys.com	BTW BE 0434.782.803	www.mathys.com
Duurzaam	NOBE BV	Burgemeester de cocklaan 10 19320 EREMBODEGEM	053 89 35 95		info@nb-projects.be	BTW BE 0728.938.964	www.nb-projects.be
Duurzaam	Pitt-Solutions	Bellestraat 88 A1790 AFFLIGEM		0476 28 95 20	info@pitt-solutions.be	BTW BE 0723.939.506	www.pitt-solutions.be
Duurzaam	Stielmannen	Smallandlaan 1 2660 Hoboken		0486 48 49 59	stielmannen@gmail.com	BTW BE 0538.819.558	www.stielmannen.com
Duurzaam	ZeroHuis (Ultra-Bouw BV)	Geelseweg 79 2250 Olen	014 72 41 63		info@zerohuis.be	BTW BE 0475.707.497	www.zerohuis.be
Houtskeletbouw	AD-Bouwteam	Bommelstraat, 23 23 9840 DE PINTE		0497 64 00 76	ad-bouwteam@telenet.be	BTW BE 0808.927.738	ad-bouwteam.wixsite.com/mijnsite
Houtskeletbouw	De Noordboom	Beekstraat 36 9600 RONSE	055 23 76 76		info@denoordboom.be	BTW BE 0422.964.936	www.denoordboom.be
Houtskeletbouw	Intopia	Zolikenstraat 27 3550 ZOLDER		0494 29 92 19	info@intopia.be	BTW BE 0646.863.108	www.intopia.be
Houtskeletbouw	schrijnwerkerij Horemans n.v.	Kolisstraat 3 3670 OUDSBERGEN	0011 79 16 48		info@horemans-hsb.be	BTW BE 0425.540.384	www.horemans-hsb.be
Houtskeletbouw	3bouw	Zone Reme 1 2260 WESTERLO	014 70 47 47		info@3bouw.be	BTW BE 0884.733.931	www.3bouw.be
Houtskeletbouw	Aannemingen Hofman	Kokkelbeekstraat 52 9100 SINT-NIKLAAS	03 776 88 23		hofman@hofmanbouw.be	BTW BE 0435.299.178	www.hofmanbouw.be
Houtskeletbouw	AB CASA	Zilverbergstraat 74 8792 DESSELGEM	0474 01 11 11	0474 02 11 11	info@abcasa.be	BTW BE 0813.223.452	www.abcasa.be
Houtskeletbouw	ALGEMENE BOUWONDERNEMING VAN HOUTVEN nv	Kapellestraat 2 2 39800 DEINZE	09 280 78 33	0475 37 08 84	alex@vanhoutven.be	BTW BE 0428.572.823	www.vanhoutven.be
Houtskeletbouw	De Caluwe - De Smit	Zavelstraat 9 9190 STEKENE	03 770 53 36		info@dcsinterieur.be	BTW BE 0899.909.382	www.dcsinterieur.be
Houtskeletbouw	De Cocker Mathias	Beenstraat 33 9810 NAZARETH		0479 19 58 96	mathias.de.cocker@skynet.be	BTW BE 0680.415.012	
Houtskeletbouw	De Grande Bart	Sparapelstraat 5 8820 TORHOUT	050 22 16 71	0496 30 52 30	degrandeb@hotmail.com	BTW BE 0882.746.124	
Houtskeletbouw	De Schepper Karel	Tervenen 112 9940 ERTVELDE		0485 64 73 36		BTW BE 0818.456.997	
Houtskeletbouw	De Somviele	Weststraat 93 9950 LIEVEGEM			info@copawood.be	BTW BE 0686.823.445	www.copawood.be
Houtskeletbouw	DECLERCK SCHRIJNWERK	Beversesteenweg 181 A0008800 ROESELARE	0478 22 41 93	0478 22 41 93	info@declerck-schrijnwerk.be	BTW BE 0717.960.742	declerck-schrijnwerk.be/
Houtskeletbouw	Delporte Consulting/ReBuilding Team	Dorp-West 25 A9080 LOCHRISTI		0468 47 75 63	wim@rebuildingteam.be	BTW BE 0643.347.154	www.rebuildingteam.be
Houtskeletbouw	Eco Protect  Bvba	Sint-Lutgardisstraat 18 3560 LUMMEN	0472 99 11 04	0472 99 11 04	info@ecoprotect.be	BTW BE 0646.957.138	www.ecoprotect.be
Houtskeletbouw	HAIDA HOMES	Neringstraat 3 1840 LONDERZEEL	052 30 36 56		info@haidahomes.be	BTW BE 0419.762.451	www.haidahomes.be
Houtskeletbouw	J.Van de Kerckhove	Peraltastraat 15 8000 BRUGGE		0474 96 06 90	kurt@vdkschrijnwerken.be	BTW BE 0432.070.365	www.vdkschrijnwerken.be
Houtskeletbouw	Kitvoegwerken Johny Daens bv	Ambachtstraat 58 3530 Helchteren	0495 25 41 55		info@kitvoegwerkendaens.be	BTW BE 0544.635.402	www.kitvoegwerkendaens.be
Houtskeletbouw	Neyens Geert	Zuidstraat 249 8480 ICHTEGEM	050 24 00 59	0476 41 06 27	info@geertneyens.be	BTW BE 0469.570.268	
Houtskeletbouw	Nuyens Chris	Strijpenplein 9 9620 Zottegem (Strijpen)	0495 67 96 15	0495 67 96 15	info@nuyenshoutcreaties.be	BTW BE 0871.675.850	www.nuyenshoutcreaties.be/
Houtskeletbouw	Pitt-Solutions	Bellestraat 88 A1790 AFFLIGEM		0476 28 95 20	info@pitt-solutions.be	BTW BE 0723.939.506	www.pitt-solutions.be
Houtskeletbouw	Solide & WaterpROOF bv	Turnhoutsebaan 554 2970 SCHILDE		0477 98 18 04	info@solide-waterproof.be	BTW BE 0887.923.251	www.solide-waterproof.be
Houtskeletbouw	Superdak & Co	De Weven 1 3583 PAAL	011 42 00 88		info@superdak.be	BTW BE 0829.920.518	www.superdak.be
Houtskeletbouw	Vandevyvere Norbert	Professor Dewulfstraat 116 8970 POPERINGE	0474 42 04 04	0474 24 69 47	info@soliseal.be	BTW BE 0446.244.639	www.soliseal.be
Kelders	Bouwwerken De Kimpe	't Jongestraat, 11/B 11 B9080 ZAFFELARE		0499 27 71 40	info@bouwwerkendekimpe.be	BTW BE 0887.315.022	www.bouwwerkendekimpe.be
Kelders	Den Blauwen Xavier	Poekestraat 24 9880 AALTER	0478 27 78 43	0476 50 49 77	info@denblauwenxavierbvba.be	BTW BE 0807.291.507	www.denblauwenxavierbvba.be
Kelders	Van Damme Algemene Bouwwerken	LEDERGEMSTRAAT, 30 30 9041 GENT (OOSTAKKER)	09 251 14 88	0473 24 95 44	info@vandammebouw.be	BTW BE 0441.635.060	www.vandammebouw.be
Kelders	Bouwbedrijf De Neve	Oude Bruggestraat 48 8750 WINGENE		0472 63 47 55	info@bouwbedrijfdeneve.be	BTW BE 0639.982.739	www.bouwbedrijfdeneve.be
Kelders	Bouwwerken Laurijssen	Lieventier 6 A2440 GEEL		0472 64 61 48	kristof.laurijssen@skynet.be	BTW BE 0847.382.892	www.bouwwerkenlaurijssen.be
Kelders	De Roover Louis &  Zoon	Tremelosesteenweg 210 3130 BETEKOM		0495 57 78 46	krisderoover@pandora.be	BTW BE 0442.397.006	
Kelders	Izo tech	Herenstraat 81  3600 GENK		0486 14 68 09	izo-tech@hotmail.com	BTW BE 0682.666.204	
Kelders	Mannaerts Algemene Woningbouw	Pater Eymardstraat 15 3920 LOMMEL		0477 37 07 57		BTW BE 0878.494.455	www.mannaertswoningbouw.be
Modulair bouwen	Den Blauwen Xavier	Poekestraat 24 9880 AALTER	0478 27 78 43	0476 50 49 77	info@denblauwenxavierbvba.be	BTW BE 0807.291.507	www.denblauwenxavierbvba.be
Modulair bouwen	ALGEMENE BOUWONDERNEMING VAN HOUTVEN nv	Kapellestraat 2 2 39800 DEINZE	09 280 78 33	0475 37 08 84	alex@vanhoutven.be	BTW BE 0428.572.823	www.vanhoutven.be
Modulair bouwen	LOW ENERGY INVEST	Boezingestraat 158 8920 LANGEMARK	057 48 54 81	0477 50 85 12	info@lowenergyinvest.be	BTW BE 0643.814.338	www.lowenergyinvest.be
Modulair bouwen	NOBE BV	Burgemeester de cocklaan 10 19320 EREMBODEGEM	053 89 35 95		info@nb-projects.be	BTW BE 0728.938.964	www.nb-projects.be
Modulair bouwen	purspray bvba	Bergstraat 8 8830 HOOGLEDE	051 70 38 29	0495 51 85 18	ignace@purspray.be	BTW BE 0630.905.420	www.purspray.be
Nieuwbouw	Bouwwerken De Kimpe	't Jongestraat, 11/B 11 B9080 ZAFFELARE		0499 27 71 40	info@bouwwerkendekimpe.be	BTW BE 0887.315.022	www.bouwwerkendekimpe.be
Nieuwbouw	De Noordboom	Beekstraat 36 9600 RONSE	055 23 76 76		info@denoordboom.be	BTW BE 0422.964.936	www.denoordboom.be
Nieuwbouw	Den Blauwen Xavier	Poekestraat 24 9880 AALTER	0478 27 78 43	0476 50 49 77	info@denblauwenxavierbvba.be	BTW BE 0807.291.507	www.denblauwenxavierbvba.be
Nieuwbouw	Hadibouw	Lierseweg 325 2200 HERENTALS	014 23 11 71		info@hadibouw.be	BTW BE 0442.712.750	www.hadibouw.be
Nieuwbouw	IQ-Bouw	Kleinveld 6 3746 HOELBEEK	089 21 50 80		info@iq-bouw.be	BTW BE 0830.292.977	www.iq-bouw.be
Nieuwbouw	Jkb Bouw	Broekstraat 77 9290 OVERMERE		0485 14 11 68	info@jkb-bouw.be	BTW BE 0840.356.332	www.jkb-bouw.be
Nieuwbouw	Meirlevede Robby	Noordstraat 9 B8670 KOKSIJDE	058 51 91 64	0475 51 04 66	info@meirlevede.be	BTW BE 0683.431.118	www.meirlevede.be
Nieuwbouw	Patrick Van Bogaert bv	Pareinpark, 25 25 9120 BEVEREN	03 755 05 55		patrick@patrickvanbogaert.be	BTW BE 0475.200.426	www.patrickvanbogaert.be
Nieuwbouw	Stausens En Zonen	De Paepestraat 49 1012200 HERENTALS		0495 84 58 76	info@stausensenzonen.be	BTW BE 0890.961.826	www.stausensenzonen.be
Nieuwbouw	Van Damme Algemene Bouwwerken	LEDERGEMSTRAAT, 30 30 9041 GENT (OOSTAKKER)	09 251 14 88	0473 24 95 44	info@vandammebouw.be	BTW BE 0441.635.060	www.vandammebouw.be
Nieuwbouw	3bouw	Zone Reme 1 2260 WESTERLO	014 70 47 47		info@3bouw.be	BTW BE 0884.733.931	www.3bouw.be
Nieuwbouw	Aannemingen Hofman	Kokkelbeekstraat 52 9100 SINT-NIKLAAS	03 776 88 23		hofman@hofmanbouw.be	BTW BE 0435.299.178	www.hofmanbouw.be
Nieuwbouw	AB CASA	Zilverbergstraat 74 8792 DESSELGEM	0474 01 11 11	0474 02 11 11	info@abcasa.be	BTW BE 0813.223.452	www.abcasa.be
Nieuwbouw	AB-dl	bosduifweg 5 2223 SCHRIEK	0491 97 70 02		Ab-dl@live.be	BTW BE 0771.952.724	
Nieuwbouw	Alfavaf	Rechtstraat 345 9160 EKSAARDE		0468 29 00 85	info@alfavaf.be	BTW BE 0898.011.944	www.alfavaf.be
Nieuwbouw	Algemene bouwonderneming Toon Willems BV	Beekhoek 43 D2440 GEEL		0498 57 54 45	info@abtoonwillems.be	BTW BE 0733.677.910	www.abtoonwillems.be
Nieuwbouw	ALGEMENE BOUWONDERNEMING VAN HOUTVEN nv	Kapellestraat 2 2 39800 DEINZE	09 280 78 33	0475 37 08 84	alex@vanhoutven.be	BTW BE 0428.572.823	www.vanhoutven.be
Nieuwbouw	Algemene Bouwwerken De Sutter Filip	Moortelbosstraat 9 9860 OOSTERZELE		0494 39 27 87	filipdesutterbv@gmail.com	BTW BE 0836.788.712	
